names,scores,logfoldchanges,pvals,pvals_adj,log2fc
ARHGAP11A,6.2124186,0.9498286,5.21751912902367e-10,1.1916538329592544e-09,0.9498286
ANKRD37,6.2097955,-0.32219917,5.305366758295222e-10,1.2116067538618874e-09,-0.32219917
MCM10,6.1997237,1.5195363,5.656230034959707e-10,1.2913797955801485e-09,1.5195363
RP11-395A13.2,6.194604,0.50120664,5.843181098541276e-10,1.3339406103428737e-09,0.50120664
PLEKHG4,6.192851,1.2219913,5.908550199062802e-10,1.3487402089014514e-09,1.2219913
LINC01569,6.192114,2.035542,5.936255114486264e-10,1.3548162537886751e-09,2.035542
WDR76,6.191282,0.3283886,5.967683189534682e-10,1.3618643126021335e-09,0.3283886
PLCH1,6.191072,4.319249,5.975636382325685e-10,1.3635544498556604e-09,4.319249
SLC25A19,6.1900187,-0.34926745,6.015712429245501e-10,1.372447956468997e-09,-0.34926745
DDB2,6.1897445,-0.46887594,6.026177891791017e-10,1.3747097676276627e-09,-0.46887594
TTC39A-AS1,6.1892223,4.3416076,6.046180705753787e-10,1.3791466549444056e-09,4.3416076
UHRF1BP1,6.189159,0.53503394,6.048615136206083e-10,1.3795757114119229e-09,0.53503394
MZF1-AS1,6.1838255,0.21704406,6.256648407181219e-10,1.4266325909788349e-09,0.21704406
IQCH,6.1803465,2.9992254,6.396108028082287e-10,1.458165216901474e-09,2.9992254
LINC00342,6.176707,0.94254714,6.545240842655963e-10,1.4920276038855528e-09,0.94254714
C15orf57,6.1749268,-0.48400563,6.619407415570222e-10,1.5087963482801659e-09,-0.48400563
UBOX5,6.1747966,0.66738456,6.624875900539675e-10,1.5099047414533462e-09,0.66738456
MARS2,6.1722383,1.2237816,6.732990083360965e-10,1.534405227719316e-09,1.2237816
ING3,6.1688704,-0.47719848,6.877946368248826e-10,1.5671532826447758e-09,-0.47719848
CTC-534A2.2,6.1657557,0.54377735,7.014727208672717e-10,1.5981729744135345e-09,0.54377735
AC145124.2,6.1651907,0.5885957,7.039829748986644e-10,1.6035989779127302e-09,0.5885957
GLIPR1L2,6.1626053,1.6701348,7.155774974552462e-10,1.6298611366106472e-09,1.6701348
CTC-260E6.6,6.1553326,1.9942045,7.492019934658867e-10,1.705823720416894e-09,1.9942045
RP11-258C19.7,6.154475,1.1398221,7.532639245892419e-10,1.714758890249866e-09,1.1398221
AKR1C3,6.15211,0.19956444,7.645870086102722e-10,1.7403762545546758e-09,0.19956444
PTPN21,6.151293,1.374192,7.685380972156915e-10,1.7492101122439318e-09,1.374192
RANBP3L,6.151091,3.6768856,7.695166832502254e-10,1.7512774914067716e-09,3.6768856
BOLA3-AS1,6.148783,0.59997654,7.807961115847491e-10,1.7766229733886846e-09,0.59997654
IKBKG,6.1477656,-0.29471344,7.858195352562199e-10,1.7878900652913284e-09,-0.29471344
FAM24B,6.147503,0.44940716,7.871230386197244e-10,1.7906923413045424e-09,0.44940716
MID1,6.1449456,0.448176,7.999081181095928e-10,1.8196121244860211e-09,0.448176
AC007325.2,6.143854,6.6705537,8.054279389837179e-10,1.8320012989366857e-09,6.6705537
TOP3B,6.143578,0.29070893,8.068288164828017e-10,1.835020247122883e-09,0.29070893
CCDC15,6.1415052,1.2851515,8.174303257523328e-10,1.858962296325919e-09,1.2851515
SPC24,6.141469,1.7061775,8.176168152290684e-10,1.859216780990238e-09,1.7061775
RP5-1085F17.3,6.1413507,0.5698517,8.182261293950786e-10,1.8604326121892842e-09,0.5698517
RP11-624L4.1,6.1343837,4.454431,8.549009196902903e-10,1.9434669607952455e-09,4.454431
NUDT17,6.119706,1.3687868,9.374807462404095e-10,2.1304205088462656e-09,1.3687868
ZNF695,6.1177683,3.9963121,9.489488695153322e-10,2.1560886400882952e-09,3.9963121
TPSAB1,6.1142993,3.4554334,9.698213499008803e-10,2.203110980495693e-09,3.4554334
GPRC5B,6.113442,0.102205105,9.75049785045117e-10,2.214786403482744e-09,0.102205105
MAGEA12,6.1131363,5.2584386,9.76917641109047e-10,2.2188269740250764e-09,5.2584386
IL34,6.111835,0.39612842,9.849212264322811e-10,2.2368013312023934e-09,0.39612842
ZNF283,6.1092167,1.0218651,1.0012128429523843e-09,2.273593198166538e-09,1.0218651
ZSCAN25,6.107049,0.6043409,1.0149016287254622e-09,2.304258393227033e-09,0.6043409
GPR39,6.1032686,4.3217826,1.0392088263566618e-09,2.3592311852998643e-09,4.3217826
RP11-700H6.1,6.1016264,3.2586079,1.0499460637440338e-09,2.383389994622305e-09,3.2586079
TNRC6B,6.0930805,-0.4832876,1.1075828422601762e-09,2.5137683245943196e-09,-0.4832876
DHX38,6.0924907,-0.41788152,1.1116742333842213e-09,2.5228244369599856e-09,-0.41788152
CITED2,6.088703,-0.2689717,1.138289308694858e-09,2.5827541960528605e-09,-0.2689717
TRIM45,6.0860896,2.5130064,1.1570155009482993e-09,2.6250045865239152e-09,2.5130064
RP13-580F15.2,6.082686,0.9537041,1.181857373194013e-09,2.681121108628245e-09,0.9537041
TADA2A,6.0812182,0.13997331,1.1927296881353485e-09,2.7055394427290774e-09,0.13997331
FADS1,6.078738,-0.0352405,1.2113195044553937e-09,2.7474578059653863e-09,-0.0352405
RP11-545E17.3,6.0768275,0.050044466,1.2258352533354287e-09,2.780128774442019e-09,0.050044466
B4GALT1-AS1,6.076743,2.0425649,1.2264781203322654e-09,2.7813337068342778e-09,2.0425649
RP11-480C16.1,6.0764804,3.2421255,1.228491138714128e-09,2.7856452847018165e-09,3.2421255
TCFL5,6.0754294,1.3079529,1.2365618036944317e-09,2.803690747743414e-09,1.3079529
CCDC71L,6.0717044,-0.0830069,1.265598603009947e-09,2.8687438735317765e-09,-0.0830069
MANEA,6.0701623,0.003669572,1.2778096653038115e-09,2.8958961293779534e-09,0.003669572
ZNF282,6.0678144,0.391454,1.2966260698666376e-09,2.9382725494150613e-09,0.391454
LMCD1,6.06416,-0.64058435,1.3264499920531585e-09,3.0055830335341407e-09,-0.64058435
ACTR8,6.06316,0.039339058,1.3347297595702798e-09,3.024069143501942e-09,0.039339058
CASC5,6.0606694,0.8732826,1.3555610499891688e-09,3.0709870301808607e-09,0.8732826
RAB21,6.0603013,-0.41514972,1.3586671004677294e-09,3.0777439852198378e-09,-0.41514972
FJX1,6.0596576,0.9687832,1.364116704098114e-09,3.089808003912193e-09,0.9687832
C2CD5,6.0594897,0.11359441,1.3655418402194574e-09,3.0927549928357635e-09,0.11359441
BAK1,6.0578413,-0.46786854,1.3796049637283938e-09,3.1240382386316926e-09,-0.46786854
SRRM2-AS1,6.056299,3.3108566,1.3928891313287203e-09,3.1538329890663103e-09,3.3108566
MED15,6.0560613,-0.468907,1.3949494582666144e-09,3.1582111849420434e-09,-0.468907
VPS11,6.0527563,0.030262584,1.4238837991121267e-09,3.2234267060637526e-09,0.030262584
HCAR1,6.047252,4.4502196,1.4733689908188272e-09,3.3345441105993195e-09,4.4502196
FAM81A,6.046203,1.6904464,1.4829922791858166e-09,3.356018932661357e-09,1.6904464
SLC41A1,6.043337,-0.17067425,1.5095918551879768e-09,3.4159037921451253e-09,-0.17067425
C7orf43,6.0430098,0.4927583,1.512655245053649e-09,3.422524942675166e-09,0.4927583
KDM6A,6.042488,-0.43055555,1.5175554497498656e-09,3.433300480660274e-09,-0.43055555
DNAAF1,6.0417128,0.44594762,1.5248689176104403e-09,3.4495333069494007e-09,0.44594762
PAPD7,6.037377,0.115150616,1.5663944281015166e-09,3.5430732530527763e-09,0.115150616
TTI2,6.037366,0.14909026,1.5665026004691559e-09,3.5430732530527763e-09,0.14909026
NFAT5,6.0365677,-0.5057075,1.5742694103124733e-09,3.560316965238525e-09,-0.5057075
SERPINA1,6.0363264,-0.42093474,1.5766217301473154e-09,3.5653134235128486e-09,-0.42093474
STOX1,6.0357976,2.1831996,1.5817957434822648e-09,3.5766892686667646e-09,2.1831996
ZNF286A,6.0354996,0.62757784,1.5847171235112914e-09,3.5829699535388628e-09,0.62757784
NPIPA1,6.032308,0.8494458,1.6163431206890562e-09,3.6541433855809997e-09,0.8494458
GRAMD4,6.0317135,0.13139446,1.6223028505147183e-09,3.667284225517401e-09,0.13139446
KCTD10,6.025929,-0.17695503,1.6814088732163715e-09,3.799862101782819e-09,-0.17695503
NBPF3,6.0255766,1.4008464,1.6850755201107961e-09,3.807458075580295e-09,1.4008464
RAB43,6.0237565,1.515319,1.704146340136531e-09,3.849850989721163e-09,1.515319
BUB1B,6.022508,1.6643722,1.7173465878706938e-09,3.879320198989831e-09,1.6643722
SEPT5,6.0221415,0.48103836,1.7212458782546556e-09,3.8877760064564875e-09,0.48103836
CYB5R3,6.018784,-0.3716061,1.757321069806713e-09,3.968899366410432e-09,-0.3716061
KLHL22,6.017808,-0.16788013,1.7679450437594225e-09,3.992531808823258e-09,-0.16788013
LPP-AS2,6.0175424,1.7526836,1.7708518249452856e-09,3.9987338925999756e-09,1.7526836
DENND6A,6.015813,0.015565762,1.7898639334944386e-09,4.0412987563601335e-09,0.015565762
TEX10,6.013676,0.07321591,1.8136278002316765e-09,4.094213020863521e-09,0.07321591
SHCBP1,6.012545,1.1576612,1.826328393258342e-09,4.122510899099039e-09,1.1576612
RP3-395M20.12,6.012523,-0.2809753,1.8265782327504565e-09,4.122701521891582e-09,-0.2809753
HIC2,6.010592,0.3593481,1.8484682209194409e-09,4.171730859471155e-09,0.3593481
DNLZ,6.00588,0.98120224,1.9029685498049476e-09,4.2939528415848585e-09,0.98120224
TAPT1,6.0055237,0.19402474,1.907155832029209e-09,4.303011714789291e-09,0.19402474
KCTD11,6.002677,0.5232314,1.9409061095508594e-09,4.3787642857067856e-09,0.5232314
CASKIN2,5.9998703,0.12915072,1.9747496418614005e-09,4.454310408350297e-09,0.12915072
ZFHX2,5.998932,2.466068,1.9861967908196e-09,4.479725606655824e-09,2.466068
AC005076.5,5.9984593,2.1645603,1.9919865287843463e-09,4.492377472451588e-09,2.1645603
PRR11,5.9952655,0.99847585,2.0315328400237766e-09,4.581148824251192e-09,0.99847585
ZNF793-AS1,5.993108,1.5591122,2.0586817973644098e-09,4.641950353948679e-09,1.5591122
TCTE3,5.9856157,0.5435945,2.155725545997198e-09,4.860326581500738e-09,0.5435945
RP11-385F7.1,5.9839206,1.8728708,2.178294606539307e-09,4.9107669039708154e-09,1.8728708
CDKN2AIP,5.9826336,-0.527044,2.1955853593988228e-09,4.949299715476077e-09,-0.527044
PHF19,5.977726,-0.13373601,2.2627366793186386e-09,5.100211339666851e-09,-0.13373601
IGHG3,5.9741173,-0.8124429,2.3133949959994865e-09,5.21392378528745e-09,-0.8124429
C17orf96,5.973966,0.8872321,2.3155383285119722e-09,5.2182826068906915e-09,0.8872321
MS4A15,5.9692802,5.5186605,2.383027167874466e-09,5.369404159234097e-09,5.5186605
CAMSAP1,5.96908,0.32098952,2.385951850764511e-09,5.375508114968092e-09,0.32098952
TINAGL1,5.9688025,-0.7821723,2.390015175990769e-09,5.384176076992489e-09,-0.7821723
ZNF26,5.9684076,-0.07985146,2.39580292909134e-09,5.396726876329281e-09,-0.07985146
SDCCAG3,5.9672494,0.18630776,2.4128624499099633e-09,5.434663620575193e-09,0.18630776
INSL6,5.96614,6.476908,2.4293201082022006e-09,5.4712380138377535e-09,6.476908
AKR1C1,5.9653997,1.3607087,2.440362034384669e-09,5.495609759789199e-09,1.3607087
CDCA2,5.9634776,0.9767611,2.4692562649682346e-09,5.559171867491256e-09,0.9767611
SMTN,5.958519,-0.2506005,2.545343080981014e-09,5.729435342208212e-09,-0.2506005
PIGB,5.9574122,-0.35289997,2.5626304971758743e-09,5.767306825848955e-09,-0.35289997
HOXC8,5.9533906,1.141473,2.6264353286348215e-09,5.909301691206806e-09,1.141473
C8orf37,5.9526205,1.754421,2.6388289846129184e-09,5.936650730996951e-09,1.754421
LINC01503,5.951934,1.0963657,2.6499252804421456e-09,5.961076388916286e-09,1.0963657
RP11-473L15.3,5.951383,8.954639,2.6588576626795465e-09,5.980630297564795e-09,8.954639
RP11-91G21.1,5.9493003,1.8201942,2.6929134500956513e-09,6.056686237529036e-09,1.8201942
AFF1,5.9465528,-0.17370789,2.7384819811298414e-09,6.158064081517687e-09,-0.17370789
MEIS3,5.940379,1.0040578,2.843639227250004e-09,6.3939558919051825e-09,1.0040578
HIST1H2BF,5.9373226,1.6490244,2.897139471975939e-09,6.513664257052785e-09,1.6490244
DCDC1,5.9369097,4.815657,2.9044453245224872e-09,6.52950113675794e-09,4.815657
NXPE3,5.9317994,0.006030906,2.9963281905923206e-09,6.735456110279987e-09,0.006030906
C2orf72,5.926215,6.1112547,3.0999675867763206e-09,6.967170862462658e-09,6.1112547
RHOBTB1,5.9259014,0.72502774,3.1058907948565688e-09,6.979853934672709e-09,0.72502774
KIAA0586,5.921192,-0.18048704,3.1961610571475086e-09,7.181422991843875e-09,-0.18048704
C4A,5.9134693,2.1726787,3.349755384079474e-09,7.525175960611846e-09,2.1726787
RP11-496I9.1,5.9134264,3.349771,3.3506317890552683e-09,7.526466486958699e-09,3.349771
AC097724.3,5.912823,2.5819585,3.3629326848640144e-09,7.553417105388834e-09,2.5819585
EPS8,5.910587,-0.50541514,3.408913063862453e-09,7.655313148008953e-09,-0.50541514
MATR3.1,5.90777,-0.070719786,3.467690300838827e-09,7.785904893623621e-09,-0.070719786
RP1-40E16.12,5.9076204,1.1059366,3.470850475655067e-09,7.792298460474995e-09,1.1059366
VEGFB,5.9071174,-0.086868316,3.481455495740947e-09,7.81540356108921e-09,-0.086868316
DDX51,5.9022937,0.41492444,3.5848257505592107e-09,8.046731335811747e-09,0.41492444
GANC,5.902002,0.11925821,3.5911691867535978e-09,8.060244401063113e-09,0.11925821
RASSF6,5.901533,0.61994946,3.601387881735809e-09,8.082452122808004e-09,0.61994946
MAK,5.8998704,2.2362514,3.6378682228793226e-09,8.163588512037528e-09,2.2362514
ZDHHC14,5.8978295,0.30705646,3.683142205458504e-09,8.264441961964545e-09,0.30705646
FAM117B,5.894764,0.37854818,3.752173905306034e-09,8.418581362516967e-09,0.37854818
CROCC,5.8910427,0.061998013,3.837660407100553e-09,8.609608583187425e-09,0.061998013
PHF1,5.888506,-0.5877286,3.8970212597369194e-09,8.741995045127988e-09,-0.5877286
CCDC183,5.8884797,2.907998,3.897639489426903e-09,8.742595118594834e-09,2.907998
RP11-644F5.11,5.8865323,0.47938192,3.9438295972625896e-09,8.844610019879854e-09,0.47938192
RASD2,5.8855143,2.0396147,3.968184646334272e-09,8.898429172289889e-09,2.0396147
OTX1,5.8827844,4.7919292,4.0342168812913314e-09,9.045688962845104e-09,4.7919292
FAM109A,5.8790855,1.0669554,4.125391099985262e-09,9.249291594651253e-09,1.0669554
ZNF778,5.878587,0.6150129,4.137840000879364e-09,9.276368171770833e-09,0.6150129
PSKH1,5.878013,0.3167376,4.152199215939677e-09,9.307722109328088e-09,0.3167376
ZNF98,5.8756256,3.1853626,4.212496148975839e-09,9.442036822724641e-09,3.1853626
FBXO41,5.874563,1.1389425,4.239602107404183e-09,9.501938655930954e-09,1.1389425
PFKP,5.874218,-0.10507606,4.248437967534998e-09,9.520885841656468e-09,-0.10507606
ZNF518B,5.8737316,0.06987205,4.260932101659159e-09,9.54716894364565e-09,0.06987205
ZIC1,5.870061,2.18282,4.356345566625847e-09,9.759200677566504e-09,2.18282
AC006942.4,5.865481,1.2941846,4.478324373673978e-09,1.0031559279526532e-08,1.2941846
IQCC,5.864546,2.024676,4.503637072369811e-09,1.0087353877523792e-08,2.024676
CTD-2325P2.4,5.864179,4.6663218,4.513600567439408e-09,1.0108762025567129e-08,4.6663218
KLHL26,5.8641295,0.48369756,4.514951331002627e-09,1.0110878791474484e-08,0.48369756
CXXC4,5.8638654,2.3515823,4.522139038621532e-09,1.0126065380499364e-08,2.3515823
RP11-192H23.6,5.863267,1.4493432,4.5384733497050234e-09,1.0161728661465654e-08,1.4493432
CPPED1,5.861057,0.037263017,4.5993099605926995e-09,1.0295168766854725e-08,0.037263017
EN1,5.8589263,2.438859,4.658690250360101e-09,1.0427150208379835e-08,2.438859
STXBP5,5.8563414,0.36213174,4.7317527465409966e-09,1.0589728920185618e-08,0.36213174
CTC-338M12.5,5.856121,1.5482868,4.738022601631928e-09,1.0602808994602664e-08,1.5482868
EZH1,5.8508606,-0.35091326,4.890362912828482e-09,1.0941753552470654e-08,-0.35091326
PRRT2,5.850704,0.8940105,4.894965233225499e-09,1.0951067884456294e-08,0.8940105
RP11-437B10.1,5.8502874,-0.18471205,4.907246243277287e-09,1.0977557848530282e-08,-0.18471205
ISPD,5.8469176,1.9914902,5.007646734764966e-09,1.1201149511619373e-08,1.9914902
ANOS1,5.8467164,0.7036638,5.0137110095061415e-09,1.1213707881019255e-08,0.7036638
CXCL2,5.845097,0.18344383,5.062733537322593e-09,1.1322336164080413e-08,0.18344383
SHISA9,5.839585,4.4852858,5.233106571361276e-09,1.1702309814687587e-08,4.4852858
CTD-3214H19.6,5.8368025,2.8178697,5.321215197786059e-09,1.1898271549624425e-08,2.8178697
ACVR1,5.8360295,0.088027075,5.345938095420342e-09,1.19524799447971e-08,0.088027075
GNPDA2,5.832222,-0.22627422,5.469410742393843e-09,1.222744408750236e-08,-0.22627422
HIST1H1A,5.8314557,2.1739962,5.494582097115003e-09,1.228261572368269e-08,2.1739962
C1QTNF2,5.830358,0.6774861,5.530860334423174e-09,1.2362603618738025e-08,0.6774861
FAM184B,5.82264,1.6718884,5.792533347712386e-09,1.2944239956694357e-08,1.6718884
NPPC,5.8226366,1.139551,5.792634361011175e-09,1.2944239956694357e-08,1.139551
PYCARD-AS1,5.82206,0.77006274,5.812659976888075e-09,1.298782495911519e-08,0.77006274
TRERF1,5.820841,0.17591043,5.8552252424852486e-09,1.3081760295727328e-08,0.17591043
ZNF189,5.819657,0.21717831,5.896851217203175e-09,1.3173580416851007e-08,0.21717831
LCMT2,5.818385,1.2182053,5.941888568512997e-09,1.3271815084885617e-08,1.2182053
PARP10,5.815174,-0.40093437,6.057081360873695e-09,1.3527897776408798e-08,-0.40093437
AGBL4,5.815093,4.533249,6.06001304153387e-09,1.3533232851309333e-08,4.533249
RP11-817O13.8,5.813321,0.99968565,6.124535771792578e-09,1.3676099899979719e-08,0.99968565
ARHGAP33,5.8095455,1.192884,6.264273537100187e-09,1.3985628881262549e-08,1.192884
FUK,5.809112,0.41674548,6.280507405339363e-09,1.4020616880968502e-08,0.41674548
RP4-549L20.3,5.806822,0.37837994,6.366985414218983e-09,1.4210562010045323e-08,0.37837994
ZNF787,5.8068132,0.45210844,6.3673032089780644e-09,1.4210562010045323e-08,0.45210844
MLYCD,5.8059406,0.0028600376,6.400564068575498e-09,1.4282236195271813e-08,0.0028600376
C1orf233,5.803957,1.7600385,6.476786194628655e-09,1.445102483651168e-08,1.7600385
SFT2D3,5.801099,0.9098933,6.588183926738102e-09,1.4698260157683761e-08,0.9098933
SAMD13,5.801022,2.1265552,6.591196031595473e-09,1.4703664173937744e-08,2.1265552
MYEOV,5.7961154,2.3523076,6.7868589207868994e-09,1.5138794838340498e-08,2.3523076
RP11-166P13.4,5.7959094,0.7686636,6.795199851009401e-09,1.515604390534282e-08,0.7686636
RP11-498C9.15,5.7951374,1.2876028,6.826535018224047e-09,1.5224571745483657e-08,1.2876028
CFAP43,5.794756,4.5422645,6.84206160255838e-09,1.525783409974707e-08,4.5422645
BORCS5,5.7933636,-0.5474406,6.8990594683193525e-09,1.5383563410573083e-08,-0.5474406
HMG20A,5.7916746,-0.14458542,6.96879943209087e-09,1.5537680093356805e-08,-0.14458542
HIST1H3E,5.784636,3.1137416,7.266945361583558e-09,1.620097907416093e-08,3.1137416
RASAL1,5.78406,2.9583573,7.291884604783069e-09,1.6255124981526343e-08,2.9583573
LINC00884,5.7831926,1.4128461,7.329612480883178e-09,1.6337767174369576e-08,1.4128461
RP11-285F7.2,5.782451,1.1718578,7.3619939508749575e-09,1.6408478470445286e-08,1.1718578
FFAR2,5.781631,1.8853276,7.397979282166575e-09,1.6486740523832915e-08,1.8853276
SNAPC1,5.781621,-0.5155869,7.3984305973279984e-09,1.6486740523832915e-08,-0.5155869
ASXL1,5.7815695,-0.42724338,7.400693148381958e-09,1.6490308224699838e-08,-0.42724338
KLHL11,5.7798557,0.7277713,7.47646771022193e-09,1.66576609414285e-08,0.7277713
PTBP2,5.778111,-0.0495525,7.554400856728054e-09,1.682828866449153e-08,-0.0495525
C16orf95,5.776153,0.93388224,7.642773416450855e-09,1.70236272854857e-08,0.93388224
FCHO2,5.773248,-0.08176443,7.775775333995701e-09,1.7318330213591033e-08,-0.08176443
HPX,5.7731977,4.704743,7.778120770116662e-09,1.7322006292923974e-08,4.704743
SPTAN1,5.7726583,-0.48212233,7.803044675124184e-09,1.737595985499558e-08,-0.48212233
ERCC5,5.770854,-0.4558229,7.887089682411518e-09,1.756154394939454e-08,-0.4558229
CTA-276F8.1,5.770825,1.8406441,7.888441720676682e-09,1.7562985599437986e-08,1.8406441
E2F1,5.768181,1.631777,8.01318986602404e-09,1.783913403504343e-08,1.631777
AC004381.6,5.766257,1.5619003,8.105143894705318e-09,1.8042232707922796e-08,1.5619003
SLC25A21-AS1,5.7650332,1.9104997,8.164176130609634e-09,1.817201700220612e-08,1.9104997
MARCH9,5.764082,0.33757555,8.21035355086234e-09,1.8273168121637996e-08,0.33757555
CH507-42P11.8,5.7611804,0.2595103,8.352771714515688e-09,1.858847786159562e-08,0.2595103
ZNF696,5.756405,1.3313181,8.592423638092545e-09,1.911839186170962e-08,1.3313181
EPHB6,5.7544284,0.22533223,8.693550426910628e-09,1.93416754276688e-08,0.22533223
LA16c-380H5.3,5.7529693,9.748225,8.768936163566769e-09,1.950765477458535e-08,9.748225
MTHFSD,5.7497425,0.3963076,8.937949938620526e-09,1.988009976978619e-08,0.3963076
C5orf46,5.7456546,1.7200286,9.156617144481693e-09,2.0362833041350267e-08,1.7200286
SMPD1,5.74563,-0.38335505,9.157954052283657e-09,2.0363989354261792e-08,-0.38335505
RPPH1,5.7447877,0.40681118,9.203632224347012e-09,2.046373565750584e-08,0.40681118
RTBDN,5.736153,6.2494864,9.685110324317066e-09,2.1532353287036345e-08,6.2494864
IGLV1-40,5.735244,-0.33869806,9.737205885054722e-09,2.1646243743579687e-08,-0.33869806
MECP2,5.7351475,-0.5611754,9.742752968988558e-09,2.1656643771890297e-08,-0.5611754
SKA3,5.7310805,1.6941291,9.979292273181903e-09,2.2178478824322868e-08,1.6941291
ZNF180,5.7304764,0.8128798,1.0014884335182331e-08,2.2255596132931264e-08,0.8128798
FAM160B1,5.7301164,-0.29310152,1.003616236012396e-08,2.2300893131646458e-08,-0.29310152
ZNF557,5.7300057,0.14183715,1.004271481905432e-08,2.231346397134923e-08,0.14183715
PHC1,5.724973,0.0026262752,1.0345012897514018e-08,2.298102989896907e-08,0.0026262752
FAM64A,5.7234573,1.5906146,1.0437793389664252e-08,2.318507180753527e-08,1.5906146
ZKSCAN5,5.722824,0.5810713,1.0476770916404838e-08,2.3269577531250416e-08,0.5810713
C6orf99,5.7222824,1.7630974,1.0510228959422455e-08,2.3341810163179217e-08,1.7630974
GIN1,5.7220554,0.36112928,1.052430051093332e-08,2.3370978960893972e-08,0.36112928
DGCR6,5.7202616,1.7644836,1.0636003466140933e-08,2.361693019779931e-08,1.7644836
PLCXD1,5.719794,0.7699954,1.06653430654195e-08,2.367996852157405e-08,0.7699954
GLYATL1,5.7187405,6.3243003,1.073164704603566e-08,2.382505930856171e-08,6.3243003
HPDL,5.715209,3.4840224,1.0956934685064598e-08,2.4323048436602124e-08,3.4840224
TRIM52,5.714549,-0.2430061,1.0999539879357952e-08,2.4415452410752953e-08,-0.2430061
RP11-123K19.1,5.714417,5.8023796,1.1008063818977186e-08,2.4432197205559997e-08,5.8023796
C10orf76,5.7107954,-0.10893405,1.1244945423869491e-08,2.49535079302764e-08,-0.10893405
LINC01194,5.7104325,10.615037,1.126892688086554e-08,2.5004498874785055e-08,10.615037
LENG8-AS1,5.709732,0.8566374,1.1315421935897092e-08,2.5105431472728688e-08,0.8566374
NCDN,5.707136,0.4566467,1.1489281803842522e-08,2.548890419405327e-08,0.4566467
RP6-65G23.3,5.7053204,3.7912161,1.1612435568313402e-08,2.5759827481654193e-08,3.7912161
RP11-486I11.2,5.702459,0.5687607,1.1809130706997869e-08,2.6193824624785183e-08,0.5687607
MMD,5.702279,-0.22255147,1.1821611250014007e-08,2.6219174626665998e-08,-0.22255147
CCDC110,5.6992016,2.5420892,1.2036994901234501e-08,2.6692124535457028e-08,2.5420892
WRAP53,5.697384,0.12678121,1.2165993498618106e-08,2.6975780104968292e-08,0.12678121
ZBED8,5.6944795,1.6022668,1.2374886935921885e-08,2.7436521093278023e-08,1.6022668
LYSMD1,5.689388,2.2466877,1.274955412038832e-08,2.826468654917464e-08,2.2466877
ZNF662,5.689052,2.0670402,1.2774648429623133e-08,2.8317800036035202e-08,2.0670402
WLS,5.687923,0.034478057,1.2859390168010826e-08,2.850311388209193e-08,0.034478057
LYPD5,5.6817346,1.5467798,1.3333549461172975e-08,2.95514703848723e-08,1.5467798
FSD1L,5.6812243,0.90022475,1.3373374063096264e-08,2.9637099508428216e-08,0.90022475
DHDH,5.679654,2.483262,1.3496740496445104e-08,2.990783628365962e-08,2.483262
TWSG1,5.6778426,-0.2178883,1.3640416187370895e-08,3.0223524826897274e-08,-0.2178883
RP5-821D11.7,5.6753974,0.46682796,1.3836723531681e-08,3.065304012390795e-08,0.46682796
CDKL5,5.672191,0.45877278,1.409826660266517e-08,3.12296713413876e-08,0.45877278
RP11-159D12.2,5.670642,1.1842887,1.4226356108004376e-08,3.151060766876e-08,1.1842887
ZNF783,5.6676087,0.5146017,1.4480433614164034e-08,3.206767667912819e-08,0.5146017
FLRT3,5.667355,2.1723275,1.4501863541162833e-08,3.2112281468469925e-08,2.1723275
LRCH3,5.664281,-0.3088239,1.476425125467598e-08,3.268705330034842e-08,-0.3088239
RP5-1136G13.2,5.664268,1.1515012,1.4765363668388623e-08,3.268705330034842e-08,1.1515012
MET,5.6635337,0.0023172137,1.4828719824545485e-08,3.28243938430375e-08,0.0023172137
LMF2,5.662393,-0.45969236,1.4927638603872427e-08,3.304042332434097e-08,-0.45969236
DNA2,5.6618543,1.8003001,1.497460132715288e-08,3.314142655437626e-08,1.8003001
RP11-635N19.1,5.6570554,0.74187714,1.53992295287262e-08,3.4075152637599466e-08,0.74187714
PHLPP2,5.655784,0.50880235,1.5513647262386222e-08,3.4319194649405516e-08,0.50880235
GLTSCR1L,5.6554055,0.1028518,1.5547875284213046e-08,3.4391861496989845e-08,0.1028518
MYLK-AS1,5.653138,1.7579424,1.575445214749708e-08,3.4845716830582054e-08,1.7579424
KCNJ14,5.653001,1.6154217,1.5767036486938836e-08,3.487045679264701e-08,1.6154217
FBXL18,5.6511846,1.1890463,1.593460074749937e-08,3.5234790457989606e-08,1.1890463
CCNDBP1,5.6509695,-0.54213333,1.595454304353077e-08,3.527575788948834e-08,-0.54213333
RFFL,5.6498704,-0.29668054,1.605687842228636e-08,3.549887436206937e-08,-0.29668054
TYW1B,5.6487947,0.20976532,1.6157684527128442e-08,3.571540322849434e-08,0.20976532
HDX,5.6472836,0.7444252,1.6300307349074357e-08,3.602746597715699e-08,0.7444252
FBXO33,5.643099,-0.3584313,1.6701649952614397e-08,3.690798123837048e-08,-0.3584313
RP11-159G9.5,5.641453,0.2810304,1.686211758422396e-08,3.725928596950187e-08,0.2810304
NUDT7,5.6373005,0.15735765,1.727364344095771e-08,3.816522868753349e-08,0.15735765
TYK2,5.6365266,-0.21154664,1.7351420472315374e-08,3.8333675273722e-08,-0.21154664
SNX29,5.6324234,-0.32279477,1.776946778111134e-08,3.9246812278908594e-08,-0.32279477
