names,scores,logfoldchanges,pvals,pvals_adj,log2fc
KATNB1,12.838584,0.48853102,9.968165680100982e-38,3.143282301174917e-37,0.48853102
RNF152,12.836107,1.0028243,1.0292029849109102e-37,3.244996560191533e-37,1.0028243
CTA-392E5.1,12.830117,8.229492,1.1119645107143612e-37,3.505050500578766e-37,8.229492
RALY-AS1,12.8280325,2.271492,1.1422855555501144e-37,3.600170949955456e-37,2.271492
FOXD3-AS1,12.820911,4.995023,1.252196454939566e-37,3.946081040743181e-37,4.995023
ZSWIM8,12.812603,0.43730482,1.3937872003367956e-37,4.391169557987273e-37,0.43730482
RAB15,12.809748,2.2595065,1.4460481976810671e-37,4.555243703222035e-37,2.2595065
BCOR,12.8097,0.4652602,1.4469360281671683e-37,4.557464540576574e-37,0.4652602
NEK9,12.807145,0.3093793,1.4953480395071092e-37,4.709354463776843e-37,0.3093793
ZNF254,12.806224,0.8176049,1.5132030548305802e-37,4.764983899414083e-37,0.8176049
CSNK1G3,12.799446,-0.123976626,1.651238033176594e-37,5.198334232507319e-37,-0.123976626
MPND,12.794387,1.3149986,1.7623862128454427e-37,5.547544024194766e-37,1.3149986
ZNF462,12.784115,1.0854075,2.011402929316625e-37,6.330585962004483e-37,1.0854075
PAXIP1,12.78297,1.5194529,2.041230913161421e-37,6.4236539543460095e-37,1.5194529
CFAP53,12.781704,3.486465,2.074730176014276e-37,6.528250327885364e-37,3.486465
C9orf172,12.779458,0.9825161,2.1355302636118184e-37,6.718712972491707e-37,0.9825161
AP5Z1,12.766705,0.2978941,2.515831969788465e-37,7.914202866092511e-37,0.2978941
HIST2H2AC,12.766332,1.1078504,2.5278864388830313e-37,7.951119906881682e-37,1.1078504
MYH10,12.755342,0.66989464,2.9109787104501526e-37,9.15492888157847e-37,0.66989464
MED20,12.746326,1.0156388,3.267857271541842e-37,1.0274707140227485e-36,1.0156388
SOX15,12.74523,1.5493802,3.3141343766026517e-37,1.0418896154064107e-36,1.5493802
RNF111,12.744455,0.13498648,3.347204013311894e-37,1.0521532716245344e-36,0.13498648
B3GNT3,12.741348,3.1794603,3.483241500082799e-37,1.0947769622060766e-36,3.1794603
TM4SF18,12.732327,0.51539207,3.910085904825708e-37,1.2287785091980637e-36,0.51539207
SBNO2,12.73231,0.33423316,3.910936187919154e-37,1.228890789817985e-36,0.33423316
DIS3L,12.727931,0.59374857,4.1365708070777e-37,1.2996256681122492e-36,0.59374857
STAG1,12.727863,-0.08011565,4.1401621666427685e-37,1.3005900734455487e-36,-0.08011565
WDR59,12.727762,0.4373596,4.145491136193927e-37,1.3021000195552672e-36,0.4373596
RPL37,12.727068,0.2213062,4.182503608990889e-37,1.3135601292845647e-36,0.2213062
ZNRF2,12.724108,0.9284658,4.344104691655382e-37,1.3641408119034229e-36,0.9284658
TIPARP-AS1,12.7212,1.4496049,4.508809836681462e-37,1.4156833706884848e-36,1.4496049
FUT3,12.720632,6.8904247,4.541757735714328e-37,1.4258488045107187e-36,6.8904247
MAGEA3,12.717949,6.5313115,4.700390041172002e-37,1.4752785514517062e-36,6.5313115
SLC9A1,12.717611,0.4861233,4.720714274806586e-37,1.4814710402631723e-36,0.4861233
UBE2D2,12.70715,0.08856234,5.396539063463974e-37,1.693134414537023e-36,0.08856234
DACH1,12.703206,2.1804144,5.67563470008615e-37,1.7802509899213222e-36,2.1804144
MKI67,12.688493,1.0911012,6.8491297959617074e-37,2.1477954261408668e-36,1.0911012
UTP15,12.67846,0.95013124,7.784633707892733e-37,2.4402359712857415e-36,0.95013124
ARG2,12.671882,0.49428177,8.465893795281232e-37,2.6534557353825634e-36,0.49428177
ABHD17A,12.665851,-0.18193556,9.142340453232284e-37,2.8651134080679045e-36,-0.18193556
B4GALT5,12.663239,0.2726045,9.451868436660756e-37,2.9613716003097368e-36,0.2726045
PTPN2,12.65739,-0.27056125,1.018286923450103e-36,3.190001023104275e-36,-0.27056125
PSTPIP2,12.648717,0.45479578,1.137173889606415e-36,3.561544609400566e-36,0.45479578
NMI,12.646084,-0.11340044,1.1759141842199683e-36,3.6824136771421044e-36,-0.11340044
NOTCH2NL,12.645358,1.7985449,1.1868205977594002e-36,3.716100620568845e-36,1.7985449
ZYG11B,12.645139,0.28896514,1.1901439235710708e-36,3.7260383801627835e-36,0.28896514
NKIRAS1,12.644944,0.770248,1.1930899443167872e-36,3.734792545772266e-36,0.770248
CTD-2256P15.2,12.634319,2.8212352,1.365707211266614e-36,4.274072022001618e-36,2.8212352
HSPB8,12.633821,0.8592274,1.3743884282061699e-36,4.300700520950941e-36,0.8592274
CEP126,12.632857,1.210548,1.391324189584638e-36,4.3531489988422586e-36,1.210548
SPHK2,12.628538,0.5856498,1.4698306843554685e-36,4.598201489574393e-36,0.5856498
PCSK1N,12.623865,1.6292179,1.5597469220337412e-36,4.87888210886373e-36,1.6292179
HIST1H2BG,12.623536,0.988463,1.566265372801943e-36,4.898657082538775e-36,0.988463
RP11-400F19.6,12.6191845,1.0828787,1.655255597229606e-36,5.176333743839216e-36,1.0828787
DPY19L3,12.610947,1.424285,1.8377177215207977e-36,5.74548973339382e-36,1.424285
SYNC,12.609319,1.0430564,1.876085557941553e-36,5.864708390119024e-36,1.0430564
ENTPD3-AS1,12.60265,1.0230021,2.041673276495672e-36,6.379941050922354e-36,1.0230021
FBXO16,12.5986595,3.2712438,2.1476251078649698e-36,6.710184390041377e-36,3.2712438
POLR1E,12.597682,-0.15610027,2.1744033117907173e-36,6.793000545557991e-36,-0.15610027
WSB2,12.595471,0.42002603,2.236188644533078e-36,6.985147160686219e-36,0.42002603
RNASEK,12.588276,0.011132666,2.449656827629997e-36,7.65003705115672e-36,0.011132666
KCNMB2-AS1,12.586933,7.0196037,2.4916863275694338e-36,7.780316308070059e-36,7.0196037
TAF3,12.585592,-0.245514,2.5343348218178603e-36,7.912495503939604e-36,-0.245514
FERMT2,12.580285,-0.001711581,2.71048890381596e-36,8.460350226073182e-36,-0.001711581
KLHDC8B,12.573352,0.3479345,2.9590883142151263e-36,9.23515643025422e-36,0.3479345
ZNF248,12.573161,0.85512364,2.9662293455052086e-36,9.25628428835858e-36,0.85512364
MESP2,12.56844,5.4289236,3.1487534311668056e-36,9.824630964913627e-36,5.4289236
TRIM73,12.565717,1.0838397,3.259089741343468e-36,1.0167625780033619e-35,1.0838397
CLEC16A,12.560467,0.5063227,3.482716010537252e-36,1.086392967021175e-35,0.5063227
SLC7A6OS,12.5596695,-0.0054817176,3.5179812521258886e-36,1.0972562396364118e-35,-0.0054817176
LINC01023,12.553644,2.3623013,3.796279591702005e-36,1.1837610880955203e-35,2.3623013
RP1-313I6.12,12.54945,0.018117845,4.0028248376770815e-36,1.2480101904787568e-35,0.018117845
KRT81,12.547223,2.5950673,4.1169512461128455e-36,1.2834322625294508e-35,2.5950673
CHORDC1,12.545745,-0.35009098,4.1945219990534033e-36,1.3071240138817874e-35,-0.35009098
PHKA2,12.542598,0.99485624,4.3645086109578574e-36,1.3599263268168316e-35,0.99485624
LAMC2,12.5414505,2.2602615,4.428163605101724e-36,1.3795879788072824e-35,2.2602615
BRAP,12.537497,0.2679501,4.6546658263720806e-36,1.4499731948759916e-35,0.2679501
ZNF606,12.536388,1.4155011,4.7201939133847524e-36,1.470202095201071e-35,1.4155011
KIAA1549,12.527902,3.2652957,5.2534096677055676e-36,1.6356700323119746e-35,3.2652957
ZFP14,12.52433,0.28265682,5.495315392133569e-36,1.710774656921612e-35,0.28265682
CASC8,12.519427,3.9669545,5.84550857428987e-36,1.8193406446662954e-35,3.9669545
RNF207,12.517393,1.3852093,5.997239362170196e-36,1.866331904879107e-35,1.3852093
CRY2,12.515749,0.49979022,6.12277282126293e-36,1.905159881608052e-35,0.49979022
ELL3,12.515544,3.5647998,6.138617602967204e-36,1.9098517347624002e-35,3.5647998
XPR1,12.509013,0.67267007,6.664714232228793e-36,2.073272577895509e-35,0.67267007
GTF2A1,12.504939,0.2623516,7.015339538134004e-36,2.1820734797487682e-35,0.2623516
SKP2,12.5035305,0.85114825,7.140814570996091e-36,2.2208245141761643e-35,0.85114825
AGPAT5,12.50214,0.12772714,7.266793734138661e-36,2.2594407809763554e-35,0.12772714
KISS1R,12.501048,3.7903862,7.367387557858874e-36,2.2904323977893261e-35,3.7903862
METTL12,12.500201,-0.18988468,7.446251921002155e-36,2.3146616989003706e-35,-0.18988468
ABHD10,12.499842,0.70218486,7.479988808508275e-36,2.324858865706805e-35,0.70218486
CP,12.49868,3.0441475,7.590066414410831e-36,2.3587780265804611e-35,3.0441475
SLC22A23,12.493444,2.4785025,8.106598231704919e-36,2.5189874610035965e-35,2.4785025
PHKG1,12.493006,1.7284988,8.151481523793072e-36,2.5326184711902017e-35,1.7284988
GCC1,12.490932,0.6811013,8.366736806549341e-36,2.5988492009577e-35,0.6811013
IL17RB,12.488224,4.120335,8.656392273744829e-36,2.688486047939663e-35,4.120335
ARHGAP39,12.484202,3.7366097,9.105146464591821e-36,2.827506987951667e-35,3.7366097
SP6,12.482857,3.5350702,9.260389110435689e-36,2.8749996183314286e-35,3.5350702
SH3BP5L,12.482708,1.2015226,9.277630878152835e-36,2.8799938343675683e-35,1.2015226
GPT,12.469379,4.868578,1.0967647348684644e-35,3.4033430282666764e-35,4.868578
ZBTB24,12.463134,0.2630618,1.1861674154557648e-35,3.6803080862665983e-35,0.2630618
DTX3,12.45852,0.20274712,1.2568074884268303e-35,3.898996921470516e-35,0.20274712
SCAPER,12.451969,-0.035919208,1.3643674585141598e-35,4.2316271790944957e-35,-0.035919208
NBPF9,12.448081,1.1410699,1.4324869117499113e-35,4.4423489984063245e-35,1.1410699
THADA,12.446293,0.16792624,1.4649369806451095e-35,4.5424162354199086e-35,0.16792624
ITSN1,12.442266,0.26983577,1.5407004065151344e-35,4.775558198607655e-35,0.26983577
ATR,12.436262,0.39486653,1.6609571195328943e-35,5.147666059753382e-35,0.39486653
MNT,12.42375,0.68826646,1.9423943741663484e-35,6.017656545469123e-35,0.68826646
ZFYVE9,12.421386,1.123769,2.0006505606128768e-35,6.197367531303241e-35,1.123769
TTC12,12.418795,1.6845498,2.0665068510077972e-35,6.400573592826959e-35,1.6845498
ALDOC,12.417124,0.47894484,2.1101207283202884e-35,6.534846489606141e-35,0.47894484
LPCAT1,12.414174,0.2830446,2.1893506930355482e-35,6.779372015564858e-35,0.2830446
PJA2,12.412309,-0.17196888,2.2409695599598926e-35,6.938349052430785e-35,-0.17196888
TMEM184C,12.4114485,0.35583106,2.2651724726639796e-35,7.01241358992735e-35,0.35583106
CCDC66,12.410234,-0.16279373,2.2997932818076275e-35,7.11870695835325e-35,-0.16279373
NPIPB5,12.407075,0.28901106,2.3923473858222993e-35,7.404276544126205e-35,0.28901106
LYNX1,12.404967,2.7767718,2.456116207434597e-35,7.600696300772464e-35,2.7767718
SPG7,12.398805,-0.26093405,2.652516783640245e-35,8.207458523560128e-35,-0.26093405
OVOS2,12.398765,3.568903,2.653833626824513e-35,8.210513940158203e-35,3.568903
RP11-379H18.1,12.396312,1.7328892,2.736322461582669e-35,8.463619555760168e-35,1.7328892
FBF1,12.390337,1.1599605,2.948012185449054e-35,9.116126999961366e-35,1.1599605
TOPORS-AS1,12.389119,0.0012775388,2.9931256033472707e-35,9.254482996109825e-35,0.0012775388
CCDC94,12.379357,0.25143218,3.3803725341677625e-35,1.044922447410712e-34,0.25143218
ULK1,12.37588,0.8660353,3.5300086785580637e-35,1.0910418639853297e-34,0.8660353
NPAS2,12.371452,2.1597357,3.7301427979423155e-35,1.1526127373783079e-34,2.1597357
HOXB6,12.369867,2.1361809,3.8044744605806124e-35,1.1754354843690249e-34,2.1361809
GLE1,12.368858,0.42591634,3.852567851402922e-35,1.1901469678017183e-34,0.42591634
MGAT4A,12.366909,-0.27214134,3.9471872802391334e-35,1.2192259892753516e-34,-0.27214134
TLN2,12.365405,1.1602155,4.0217745521973094e-35,1.242110943657816e-34,1.1602155
CLPB,12.361236,0.9841222,4.2359602039416534e-35,1.3079373219825788e-34,0.9841222
M6PR,12.343563,-0.23618487,5.276798968242096e-35,1.62911528215718e-34,-0.23618487
MAPT-AS1,12.324858,7.8008065,6.656090476619929e-35,2.0546918552409285e-34,7.8008065
PRR4,12.324712,0.20400256,6.668150176936741e-35,2.058159725860601e-34,0.20400256
TSPAN10,12.318982,2.7451208,7.159218738248104e-35,2.2094570445500862e-34,2.7451208
GLB1L2,12.316462,3.8961878,7.386468932086332e-35,2.2793081340692746e-34,3.8961878
ZNF224,12.313122,-0.039435543,7.698699706946661e-35,2.375361896213138e-34,-0.039435543
PEX6,12.305615,1.0770035,8.448947155149944e-35,2.605876091764695e-34,1.0770035
SPATA5L1,12.30374,0.8023349,8.647535901439436e-35,2.6667960833252607e-34,0.8023349
UBR3,12.3003645,0.49789277,9.016679010068891e-35,2.7802914112319057e-34,0.49789277
CHURC1,12.297696,-0.28662962,9.319434216790997e-35,2.873290497488549e-34,-0.28662962
ZFP36L1,12.293932,0.20252281,9.763843246291772e-35,3.0099347093781224e-34,0.20252281
RAP2B,12.293348,-0.017489124,9.83466605765931e-35,3.0313926155468486e-34,-0.017489124
TMTC3,12.2897005,0.5155364,1.0288634543868902e-34,3.170929689354848e-34,0.5155364
TRAPPC8,12.284048,0.32591313,1.1033581682971433e-34,3.3996797356171686e-34,0.32591313
C5orf49,12.283793,4.74609,1.1068457535901685e-34,3.410004214527516e-34,4.74609
CTAGE5,12.275626,0.20479612,1.2244027650852118e-34,3.771711285872352e-34,0.20479612
DARS2,12.274743,1.4597621,1.2378461664945673e-34,3.812651846312873e-34,1.4597621
EMC1,12.274337,0.43821383,1.2440765096260275e-34,3.83136831670966e-34,0.43821383
PNMA1,12.271184,-0.046825197,1.293482473120566e-34,3.983031205370766e-34,-0.046825197
SMOX,12.2651615,0.95059514,1.3933408044905716e-34,4.289995829241166e-34,0.95059514
CHAC2,12.263048,1.2189472,1.4301743382917063e-34,4.402859791354497e-34,1.2189472
PCYT1A,12.252992,0.115906864,1.619110243298017e-34,4.983277075526568e-34,0.115906864
POLR1A,12.246909,0.8332457,1.7452033953652719e-34,5.370701856329646e-34,0.8332457
LINC00847,12.245169,0.34630543,1.7830608396409452e-34,5.486527286721373e-34,0.34630543
DEDD2,12.243619,-0.42055324,1.817444718548764e-34,5.591637188257843e-34,-0.42055324
DNAJB6,12.239428,0.022641653,1.9137684788165428e-34,5.887264824319383e-34,0.022641653
WWOX,12.23924,0.64218694,1.918211729239861e-34,5.900205302907455e-34,0.64218694
TAPBPL,12.236355,-0.10330634,1.9875945935529427e-34,6.112864951695768e-34,-0.10330634
FAM160B2,12.232734,0.5640082,2.07825767096985e-34,6.390911542593813e-34,0.5640082
DUSP15,12.229439,3.3812246,2.1642898205731074e-34,6.653829841813746e-34,3.3812246
CCDC40,12.227287,3.2237978,2.2223589429383337e-34,6.831513302580324e-34,3.2237978
PIGL,12.224243,0.58313984,2.3071945074013502e-34,7.091422624660105e-34,0.58313984
NEK7,12.217407,-0.11895202,2.509616798723785e-34,7.71263937144468e-34,-0.11895202
EPB41L4A,12.211352,1.0315745,2.703569816463693e-34,8.307678108356814e-34,1.0315745
NCOA3,12.210559,-0.22136055,2.7300671876053133e-34,8.388066656654461e-34,-0.22136055
RP11-421L21.3,12.205709,1.0359213,2.8977257409573156e-34,8.902096320537714e-34,1.0359213
PLEKHG4B,12.198807,4.60809,3.154111858868117e-34,9.688545447443691e-34,4.60809
DAPL1,12.198078,2.9893813,3.1824778420474193e-34,9.774473283479056e-34,2.9893813
MIR762HG,12.197634,1.554449,3.1998747271975077e-34,9.826694262024428e-34,1.554449
LINC01089,12.197303,0.5819489,3.2129056544461504e-34,9.865496335104607e-34,0.5819489
USP36,12.19719,-0.33759204,3.2173610776761276e-34,9.877960288611014e-34,-0.33759204
NCKAP5,12.1928,1.5464268,3.395508289198161e-34,1.04236250153747e-33,1.5464268
CEP250,12.19196,0.46560818,3.4306672754665842e-34,1.0530260211249297e-33,0.46560818
PRKD2,12.190868,-0.14376871,3.4769702751141875e-34,1.0671070924374705e-33,-0.14376871
FOXRED2,12.187478,1.9796164,3.6246637956325755e-34,1.112298343392013e-33,1.9796164
APITD1,12.169204,2.1231163,4.534832004303348e-34,1.391429805160876e-33,2.1231163
HIST1H1E,12.155341,0.55335647,5.373696880781479e-34,1.648617134119876e-33,0.55335647
PSMD5-AS1,12.152264,-0.29571003,5.579899003231485e-34,1.711668009519459e-33,-0.29571003
ZNF514,12.151549,1.4262307,5.628870497024936e-34,1.726477850121085e-33,1.4262307
PLOD2,12.146619,0.28616294,5.978729077930604e-34,1.833334724142898e-33,0.28616294
RNASEH2B,12.1463785,-0.2767952,5.996312782395291e-34,1.8385004763440028e-33,-0.2767952
HEXDC,12.144979,0.28345004,6.09983744436146e-34,1.870011658782414e-33,0.28345004
MBTD1,12.136832,0.9276355,6.738451516687824e-34,2.0650280422483083e-33,0.9276355
POLR3A,12.135396,0.70928484,6.8577749125858145e-34,2.1013368807132958e-33,0.70928484
GAL,12.132444,2.915905,7.109526738399721e-34,2.1782100910532185e-33,2.915905
CENPT,12.125254,-0.0385519,7.761923690619995e-34,2.3777985969778127e-33,-0.0385519
ZC3H4,12.124692,0.6497244,7.815308960896302e-34,2.3938585213598195e-33,0.6497244
GRB14,12.122781,3.749618,7.999781885602569e-34,2.450062207426161e-33,3.749618
ZNF749,12.118528,1.0232644,8.425894368322556e-34,2.5802490039210853e-33,1.0232644
DHX34,12.114886,1.3351266,8.808570675860022e-34,2.697104056469264e-33,1.3351266
ATP6V0C,12.110987,0.14516881,9.237607258823126e-34,2.8281237551054293e-33,0.14516881
MICA,12.109394,0.2556528,9.418726189409732e-34,2.8832197927473462e-33,0.2556528
SPIRE1,12.105451,1.2734743,9.882548459683076e-34,3.0248315993924367e-33,1.2734743
CDK11A,12.098084,-0.12926787,1.08103698950503e-33,3.308411177089243e-33,-0.12926787
LINC01138,12.083578,0.7624782,1.289821646203986e-33,3.9459234382580705e-33,0.7624782
SERINC5,12.081197,-0.19971399,1.327727244217865e-33,4.0613887613963334e-33,-0.19971399
TMEM121,12.080247,1.5098654,1.3431556680786692e-33,4.108078691803311e-33,1.5098654
CCDC122,12.080148,0.88392705,1.344778913864035e-33,4.1125388278602386e-33,0.88392705
AHNAK2,12.076516,1.4532481,1.4054968154581887e-33,4.297696162773095e-33,1.4532481
VARS2,12.073744,1.1558853,1.4536800098442288e-33,4.44393936784242e-33,1.1558853
SCAF8,12.070297,0.17856158,1.51585987515948e-33,4.63345666561623e-33,0.17856158
ZC3H18,12.067859,-0.11404494,1.561440330983338e-33,4.771610044185567e-33,-0.11404494
BUD13,12.065012,0.32553965,1.616395292121806e-33,4.938941584545263e-33,0.32553965
FRK,12.064796,2.22506,1.620631302853301e-33,4.9512779122716314e-33,2.22506
CTNND2,12.058361,4.521389,1.752346645296666e-33,5.3523765258313925e-33,4.521389
RNF219,12.058161,0.1972469,1.7566176531125963e-33,5.364764547799276e-33,0.1972469
CNOT2,12.047966,-0.3242558,1.9879572549339434e-33,6.0697955038876046e-33,-0.3242558
LXN,12.04269,0.19814761,2.119291087730767e-33,6.470002320130413e-33,0.19814761
ZNF500,12.040858,1.1132354,2.1668898288522326e-33,6.61450682877781e-33,1.1132354
UBTD2,12.040144,1.0530319,2.1857446180792285e-33,6.671244777134924e-33,1.0530319
MED14,12.0395355,0.45865455,2.2019137857636196e-33,6.719772886597667e-33,0.45865455
AK9,12.036965,0.90704626,2.271591957916377e-33,6.931567234053315e-33,0.90704626
RP11-166P13.3,12.035002,1.7954202,2.3262904568777552e-33,7.096737512983944e-33,1.7954202
MAPK8IP2,12.034561,4.5270085,2.338745462016019e-33,7.133860515378526e-33,4.5270085
CALCOCO1,12.027031,-0.025508353,2.5621072213451806e-33,7.814223260304822e-33,-0.025508353
TECPR2,12.025751,0.710063,2.6021066313699523e-33,7.935247369728261e-33,0.710063
ZFC3H1,12.022994,-0.23152977,2.6904240788352903e-33,8.203571989373368e-33,-0.23152977
DUSP8,12.021788,1.0856788,2.7300091099844745e-33,8.323255514259172e-33,1.0856788
IL20,12.017588,5.4963326,2.8723349797910982e-33,8.756107868564598e-33,5.4963326
ZNF747,12.016573,1.5418696,2.9078317698497145e-33,8.863233373324019e-33,1.5418696
PLA2G2A,12.01448,1.614339,2.9824126090856486e-33,9.0894484786255e-33,1.614339
VWA8,12.012663,0.63557345,3.0486797431300954e-33,9.290273833374559e-33,0.63557345
E2F3,12.012563,0.40500423,3.0523765517137516e-33,9.300402188555028e-33,0.40500423
NMT1,12.011496,-0.083516866,3.0920241187060547e-33,9.420054412977979e-33,-0.083516866
TRIM36,12.009883,2.7847207,3.152910395845399e-33,9.604374610440946e-33,2.7847207
ZDHHC5,12.0070715,0.3530359,3.261928099838558e-33,9.935249480043466e-33,0.3530359
FGG,12.006796,5.132788,3.272830679629331e-33,9.967238894455752e-33,5.132788
SMPDL3A,12.005396,0.27788553,3.328663457025834e-33,1.0136036402795379e-32,0.27788553
NUP205,12.003824,0.5860453,3.3924931436841956e-33,1.0329140905412965e-32,0.5860453
CDADC1,12.002374,0.124257945,3.4525086627911124e-33,1.0510586643550813e-32,0.124257945
TMEM131,11.992803,0.20615856,3.875654414358444e-33,1.1794461919999137e-32,0.20615856
METTL21B,11.990843,1.2603562,3.9684477166720314e-33,1.2074088742957003e-32,1.2603562
NRDE2,11.98844,0.32478154,4.085276695753748e-33,1.2427836489511066e-32,0.32478154
CABYR,11.98182,2.8675158,4.425023879233394e-33,1.3458097881606982e-32,2.8675158
RBM22,11.971187,-0.28379205,5.030402044629425e-33,1.5295539371368344e-32,-0.28379205
PTGFRN,11.96964,0.5898956,5.1250719919953635e-33,1.5581494029085064e-32,0.5898956
BBS4,11.96943,0.57565266,5.138052992744993e-33,1.5619054506116395e-32,0.57565266
SPOP,11.968944,-0.22025788,5.168229796567951e-33,1.5708872593470227e-32,-0.22025788
ESRRG,11.965512,5.7394247,5.3864341064602846e-33,1.637011009165271e-32,5.7394247
MCM2,11.959852,1.3557655,5.7664685770583504e-33,1.7522950410865964e-32,1.3557655
SUSD3,11.955454,0.49659944,6.080077402795364e-33,1.8473682279312535e-32,0.49659944
EXOC1,11.953175,-0.04397189,6.249141884693078e-33,1.8985052987171768e-32,-0.04397189
NDUFAF7,11.9495325,0.118884675,6.529160652964909e-33,1.9833339945948851e-32,0.118884675
SP2,11.944488,0.22581472,6.937623964934296e-33,2.1071542899222275e-32,0.22581472
MAML1,11.9439,0.4586535,6.986838447416708e-33,2.1218435913591165e-32,0.4586535
C16orf45,11.940192,0.6859088,7.305395341995517e-33,2.218046159438761e-32,0.6859088
FLCN,11.9400425,0.47237015,7.318557715696874e-33,2.2217718691898182e-32,0.47237015
KMT5A,11.935933,0.64920324,7.68919646287824e-33,2.3340063349995846e-32,0.64920324
ANO6,11.934115,0.028738452,7.858966853973615e-33,2.3852485908803157e-32,0.028738452
VDR,11.933121,0.509103,7.953446179177318e-33,2.413629813834344e-32,0.509103
GADD45A,11.931713,-0.1476784,8.089124260706934e-33,2.454206431921151e-32,-0.1476784
POFUT2,11.931385,0.37398627,8.121083760645958e-33,2.463602956086428e-32,0.37398627
LINC00504,11.931245,3.578985,8.134764223261031e-33,2.467452759713163e-32,3.578985
HACE1,11.926043,1.164286,8.659305386614305e-33,2.6262380505187344e-32,1.164286
ABCC6,11.925377,4.31836,8.728787743522784e-33,2.6469889547784965e-32,4.31836
CCDC149,11.920335,1.4361136,9.273539571491491e-33,2.8118418793160003e-32,1.4361136
WBP1L,11.920144,0.19765581,9.294755844857371e-33,2.81793212046655e-32,0.19765581
EFEMP1,11.919062,0.095422044,9.416267306330987e-33,2.8544241170486743e-32,0.095422044
SLC25A45,11.918109,0.06968447,9.524561811237162e-33,2.8869011705825476e-32,0.06968447
ADAT3,11.916997,1.0552464,9.652547792505108e-33,2.92533810120091e-32,1.0552464
CIC,11.909322,0.37224895,1.0583495187203189e-32,3.2070846648603684e-32,0.37224895
SGOL2,11.900324,0.86072457,1.1788872473948687e-32,3.571044162815882e-32,0.86072457
RECQL5,11.896983,1.3440198,1.227035213614323e-32,3.7164406767635754e-32,1.3440198
EDRF1,11.895472,0.15932634,1.2494540107862735e-32,3.7838828972019734e-32,0.15932634
ALG1L,11.892323,3.6746426,1.2974798932076952e-32,3.928848554177383e-32,3.6746426
ZNF431,11.890631,-0.019143783,1.3240270740489006e-32,4.008261218704997e-32,-0.019143783
ISY1,11.88949,-0.035584986,1.342231769803343e-32,4.0628793352626507e-32,-0.035584986
RP11-319G6.1,11.888823,2.0330265,1.3530101964150806e-32,4.0950079123407857e-32,2.0330265
VGLL1,11.885991,5.3702207,1.3996445119784875e-32,4.2356366092130336e-32,5.3702207
PPP3CA,11.88086,-0.18279864,1.4882836401047344e-32,4.502785082763771e-32,-0.18279864
SMURF1,11.878518,0.81846213,1.53056820792743e-32,4.6301545775493994e-32,0.81846213
MTMR2,11.8765955,0.29909098,1.5661629742670446e-32,4.7372581555096006e-32,0.29909098
AARSD1,11.875571,0.50509423,1.585475005607061e-32,4.7950904470719737e-32,0.50509423
RP11-423H2.3,11.874459,5.3845983,1.6067018317875072e-32,4.858699085401819e-32,5.3845983
MUL1,11.874433,0.23589498,1.60721054121312e-32,4.859647884621476e-32,0.23589498
USP43,11.872809,5.268827,1.6387124439097345e-32,4.954297767051297e-32,5.268827
OSGEPL1,11.866761,1.0634232,1.7615514873426588e-32,5.324383888079357e-32,1.0634232
CHM,11.863616,0.081232175,1.8290165881868145e-32,5.527630515728991e-32,0.081232175
STK35,11.855169,0.86419654,2.0231459846741568e-32,6.112843631511843e-32,0.86419654
RXRA,11.853307,0.21379693,2.0686269832691143e-32,6.249504885704667e-32,0.21379693
ZC3H3,11.847355,0.51681143,2.220916918853136e-32,6.708773150297156e-32,0.51681143
RRM2B,11.84632,0.31836823,2.2484972884928953e-32,6.791262802649025e-32,0.31836823
ARNT,11.845881,0.28699806,2.2602876177663898e-32,6.826046698335692e-32,0.28699806
RP11-455F5.3,11.84584,3.3961508,2.2614081705154068e-32,6.828603448387347e-32,3.3961508
AURKA,11.838758,1.2752602,2.460688103570628e-32,7.429454016194894e-32,1.2752602
SLF2,11.838372,0.2516137,2.4720518862912833e-32,7.461956571758637e-32,0.2516137
PSMG3-AS1,11.835601,1.781804,2.5550721610859185e-32,7.711621716840863e-32,1.781804
CAD,11.829983,1.034396,2.7319643096859805e-32,8.244512632874386e-32,1.034396
MAP2K1,11.829695,-0.2204247,2.741384407401223e-32,8.271939126412091e-32,-0.2204247
CES2,11.82945,0.22691652,2.749375978938014e-32,8.295049022874349e-32,0.22691652
MAP3K4,11.828037,0.10089542,2.796024223254602e-32,8.434768947484868e-32,0.10089542
IGSF21,11.823911,1.7301021,2.936867102982748e-32,8.858577719754473e-32,1.7301021
PIGN,11.822395,1.0263016,2.990333008888678e-32,9.01875752118186e-32,1.0263016
ATMIN,11.8181095,0.45559284,3.146867861690329e-32,9.489713911003486e-32,0.45559284
SLC27A1,11.816901,0.5558461,3.1924279882593535e-32,9.625940784243488e-32,0.5558461
FAM120C,11.8079815,1.1639982,3.549816319233151e-32,1.0699670059192838e-31,1.1639982
USP37,11.807384,0.250595,3.575127946171673e-32,1.0774660175821702e-31,0.250595
ZFYVE27,11.804662,-0.051220316,3.692708957397494e-32,1.1126333395509166e-31,-0.051220316
NRSN2-AS1,11.800568,1.8521166,3.876895099617364e-32,1.1679884475243174e-31,1.8521166
CEP44,11.799478,0.49922094,3.927404525639732e-32,1.1830623880437654e-31,0.49922094
CCDC174,11.792067,-0.25364172,4.288863652158123e-32,1.291633493504235e-31,-0.25364172
TFCP2,11.787948,0.5865036,4.5038206863948673e-32,1.3562060672839435e-31,0.5865036
